#
# In-degree Distribution. G(77163, 981492). 8653 (0.1121) nodes with in-deg > avg deg (25.4), 3429 (0.0444) with >2*avg.deg (Sun Apr 27 20:00:03 2014)
#
# In-degree	Count
0	4211
1	13788
2	9313
3	6827
4	5160
5	4086
6	3318
7	2913
8	2389
9	2018
10	1730
11	1641
12	1428
13	1236
14	1099
15	989
16	858
17	865
18	766
19	714
20	627
21	608
22	541
23	481
24	487
25	417
26	397
27	368
28	362
29	328
30	324
31	285
32	311
33	236
34	237
35	221
36	220
37	207
38	188
39	182
40	159
41	142
42	146
43	118
44	164
45	116
46	120
47	109
48	105
49	82
50	97
51	106
52	69
53	84
54	80
55	89
56	70
57	54
58	74
59	75
60	69
61	75
62	76
63	88
64	63
65	60
66	49
67	54
68	46
69	33
70	31
71	47
72	43
73	43
74	45
75	39
76	39
77	41
78	26
79	40
80	29
81	32
82	36
83	32
84	33
85	33
86	25
87	18
88	34
89	17
90	23
91	18
92	24
93	28
94	18
95	29
96	20
97	22
98	22
99	25
100	16
101	17
102	20
103	17
104	13
105	16
106	17
107	8
108	9
109	13
110	15
111	21
112	16
113	13
114	17
115	15
116	18
117	14
118	16
119	10
120	8
121	15
122	16
123	11
124	10
125	14
126	7
127	9
128	11
129	11
130	9
131	15
132	12
133	10
134	7
135	7
136	6
137	11
138	10
139	5
140	8
141	9
142	8
143	10
144	10
145	5
146	12
147	6
148	8
149	6
150	8
151	9
152	8
153	6
154	2
155	11
156	6
157	3
158	4
159	4
160	6
161	2
162	6
163	11
164	5
165	8
166	7
167	4
168	7
169	6
170	6
171	5
172	9
173	4
174	7
175	9
176	4
177	8
178	3
179	6
180	4
181	4
182	5
183	5
184	5
185	4
186	6
187	6
188	5
189	4
190	3
191	4
192	2
193	4
194	1
195	4
196	4
197	2
198	1
199	1
200	3
201	5
202	1
203	2
204	1
205	2
206	3
207	6
208	3
209	2
210	6
211	1
212	3
213	4
214	3
215	4
216	1
217	3
218	4
219	1
220	2
221	1
222	4
223	5
224	2
225	4
226	2
227	6
228	4
229	4
230	1
231	2
232	1
234	1
236	2
237	2
239	5
240	3
241	1
242	1
243	1
244	3
245	4
246	2
247	3
248	3
249	3
250	2
251	2
253	1
254	1
255	1
256	1
258	2
259	2
260	2
261	3
262	2
263	3
265	4
266	1
267	1
268	1
269	1
270	4
272	1
275	2
276	3
277	2
279	3
282	2
285	1
286	1
288	2
291	2
293	1
295	2
296	2
297	3
298	1
299	4
301	1
302	2
304	2
305	1
308	1
309	1
311	2
316	1
317	1
319	1
320	1
323	2
324	1
325	2
326	1
328	1
329	2
331	1
333	1
334	1
337	1
339	1
340	1
341	2
342	1
343	2
344	1
345	1
348	2
349	3
353	3
354	1
357	1
358	1
362	1
364	1
369	1
371	1
380	2
382	2
383	2
388	1
390	1
391	2
394	2
395	1
407	1
408	1
409	2
413	1
414	2
418	2
419	2
424	1
428	1
430	1
433	1
437	1
438	2
439	1
442	1
453	1
454	1
460	2
464	1
465	1
468	1
469	1
479	2
482	2
487	1
492	1
495	1
497	1
500	2
508	2
509	2
512	1
515	2
543	1
560	1
563	1
565	1
575	1
586	1
590	1
601	1
604	2
618	1
630	1
634	1
637	1
642	1
646	2
651	1
667	1
668	1
670	1
675	1
677	2
682	1
686	1
688	1
695	1
704	1
705	1
720	1
738	1
763	1
768	1
775	1
788	1
809	1
845	1
862	1
867	1
922	1
929	1
943	1
1042	1
1203	1
1280	1
1358	1
1399	1
1653	1
1665	1
1806	1
1901	1
2052	1
