#
# In-degree Distribution. G(78415, 1619335). 8807 (0.1123) nodes with in-deg > avg deg (41.3), 3642 (0.0464) with >2*avg.deg (Sun May  4 14:17:54 2014)
#
# In-degree	Count
0	12955
1	5803
2	4980
3	4343
4	3814
5	3287
6	3017
7	2533
8	2313
9	2079
10	1924
11	1768
12	1587
13	1491
14	1324
15	1234
16	1177
17	1134
18	952
19	904
20	843
21	778
22	784
23	769
24	693
25	635
26	588
27	547
28	526
29	512
30	458
31	471
32	445
33	394
34	403
35	357
36	319
37	338
38	307
39	292
40	278
41	252
42	248
43	235
44	258
45	243
46	213
47	206
48	183
49	190
50	186
51	188
52	167
53	156
54	148
55	133
56	134
57	148
58	100
59	115
60	103
61	116
62	106
63	111
64	97
65	99
66	86
67	99
68	91
69	91
70	80
71	79
72	70
73	83
74	77
75	76
76	73
77	62
78	60
79	73
80	52
81	58
82	72
83	46
84	43
85	62
86	60
87	42
88	51
89	45
90	37
91	44
92	43
93	45
94	54
95	43
96	39
97	45
98	42
99	37
100	42
101	29
102	44
103	28
104	44
105	38
106	29
107	36
108	34
109	32
110	24
111	24
112	40
113	21
114	27
115	34
116	30
117	21
118	23
119	26
120	31
121	31
122	28
123	27
124	10
125	27
126	31
127	27
128	28
129	23
130	18
131	18
132	14
133	20
134	30
135	21
136	23
137	14
138	27
139	18
140	17
141	18
142	18
143	18
144	22
145	25
146	16
147	16
148	17
149	16
150	18
151	19
152	26
153	13
154	16
155	8
156	15
157	25
158	20
159	16
160	14
161	22
162	21
163	13
164	20
165	15
166	16
167	16
168	16
169	13
170	7
171	16
172	13
173	12
174	14
175	11
176	9
177	11
178	15
179	12
180	12
181	13
182	13
183	13
184	9
185	8
186	16
187	12
188	14
189	10
190	10
191	9
192	12
193	6
194	14
195	12
196	4
197	6
198	7
199	6
200	11
201	9
202	8
203	6
204	10
205	5
206	8
207	4
208	5
209	7
210	5
211	7
212	7
213	4
214	8
215	11
216	3
217	6
218	6
219	3
220	2
221	4
222	3
223	2
224	5
225	7
226	5
227	7
228	7
229	11
230	5
231	5
232	6
233	7
234	4
235	4
236	6
237	5
238	9
239	4
240	4
241	8
242	2
243	5
244	10
245	4
246	6
247	6
248	5
249	1
250	4
251	3
252	5
253	5
254	4
255	2
256	7
257	4
258	2
259	7
260	1
261	4
262	5
263	4
264	3
265	6
266	1
267	3
268	7
269	3
270	5
271	1
272	2
273	2
274	1
275	3
276	7
277	2
278	4
279	3
280	2
281	1
282	2
283	3
284	4
285	1
286	5
287	5
288	2
289	2
290	1
291	4
292	6
293	3
294	2
295	6
296	3
297	2
298	1
299	5
301	4
302	2
303	3
304	1
305	1
306	1
307	2
308	4
309	3
310	3
311	2
312	3
313	2
314	3
315	1
316	2
317	1
318	1
319	3
320	1
321	2
322	2
323	4
324	2
325	2
326	3
327	2
328	3
329	2
330	1
331	1
332	1
333	1
334	3
335	2
336	2
337	4
338	4
339	1
340	1
341	1
342	3
343	2
344	1
345	1
346	3
347	4
349	4
350	1
351	1
353	1
354	2
356	2
357	1
359	1
360	2
361	3
364	1
365	3
366	3
367	2
369	2
371	4
372	1
373	1
374	4
375	1
376	1
377	3
378	1
379	1
380	5
381	1
382	1
385	4
386	1
391	3
392	1
393	2
394	2
395	1
397	1
399	2
401	1
402	1
403	1
404	4
405	3
406	3
407	4
408	1
409	2
410	2
411	1
413	1
414	1
417	1
418	1
419	2
420	1
421	3
424	1
425	3
426	2
427	2
429	2
430	2
431	1
432	3
434	2
436	2
437	2
439	1
440	2
441	1
442	1
445	1
446	1
449	2
451	1
456	2
458	1
459	1
460	1
461	1
463	1
464	2
465	1
466	1
467	3
469	2
471	1
472	1
477	1
480	1
481	1
482	1
483	4
484	1
485	1
486	1
487	1
489	1
491	2
493	1
494	1
497	2
499	1
501	1
504	2
506	1
507	2
509	1
510	1
511	2
513	1
515	1
516	1
518	2
519	1
522	1
523	1
525	2
530	1
531	1
535	1
536	3
540	3
543	1
545	3
548	2
551	3
552	2
554	1
557	1
559	1
560	1
565	1
570	2
571	1
575	1
577	2
578	1
579	1
585	1
587	1
589	1
593	2
594	1
595	1
598	1
599	1
600	1
603	5
610	1
616	1
619	1
620	1
626	1
628	1
631	1
632	1
643	1
647	1
652	2
653	1
655	1
656	1
658	1
661	1
664	1
668	3
674	1
675	1
679	1
681	2
683	1
687	1
690	1
692	1
695	2
698	1
699	2
702	1
704	1
705	1
710	1
711	1
713	1
715	1
722	1
726	1
747	1
750	1
754	2
763	1
769	1
772	1
777	1
784	1
785	1
795	1
796	1
801	1
809	1
821	2
824	1
827	1
828	2
833	1
840	2
841	1
848	1
852	1
860	1
864	1
866	1
884	1
886	1
887	1
888	1
926	1
928	1
932	1
955	1
972	1
978	2
989	1
996	1
997	1
998	1
1001	1
1008	2
1010	1
1013	1
1021	1
1022	1
1029	1
1042	1
1064	1
1078	1
1101	1
1102	1
1105	1
1118	1
1176	1
1215	1
1234	1
1250	1
1261	1
1301	1
1360	1
1363	1
1405	1
1433	1
1437	1
1605	1
1619	1
2040	1
