#
# In-degree Distribution. G(70948, 531003). 7921 (0.1116) nodes with in-deg > avg deg (15.0), 3136 (0.0442) with >2*avg.deg (Sun Apr 27 20:18:03 2014)
#
# In-degree	Count
0	8782
1	16634
2	9705
3	6501
4	4758
5	3567
6	2731
7	2248
8	1770
9	1505
10	1264
11	1087
12	992
13	785
14	698
15	607
16	541
17	526
18	429
19	347
20	352
21	330
22	309
23	266
24	238
25	189
26	195
27	180
28	154
29	122
30	144
31	124
32	104
33	116
34	100
35	93
36	71
37	101
38	84
39	74
40	78
41	74
42	80
43	70
44	68
45	65
46	43
47	34
48	51
49	51
50	36
51	40
52	41
53	40
54	47
55	42
56	36
57	26
58	35
59	29
60	30
61	24
62	26
63	22
64	22
65	22
66	13
67	20
68	23
69	18
70	16
71	21
72	18
73	25
74	22
75	13
76	14
77	14
78	20
79	19
80	7
81	11
82	12
83	22
84	14
85	10
86	8
87	16
88	11
89	20
90	7
91	10
92	14
93	9
94	12
95	9
96	15
97	12
98	13
99	12
100	13
101	12
102	5
103	8
104	10
105	10
106	8
107	9
108	5
109	6
110	9
111	3
112	4
113	7
114	4
115	9
116	4
117	4
118	9
119	4
120	5
121	8
122	3
123	3
124	1
125	6
126	2
127	4
128	4
129	3
130	2
131	4
132	3
133	5
134	3
135	6
136	2
137	5
138	3
139	7
140	3
141	3
142	1
143	2
144	1
145	4
146	5
147	4
148	5
149	3
150	1
151	3
152	4
153	5
154	1
155	4
156	2
157	4
158	5
159	2
160	2
161	2
162	2
163	2
164	3
165	1
167	2
168	1
169	4
171	3
172	2
173	2
174	3
175	1
176	1
177	2
178	2
179	1
180	1
181	2
182	1
183	2
185	1
186	2
187	3
189	4
190	2
191	2
192	1
193	1
194	2
195	1
196	2
197	4
198	1
199	1
200	2
202	2
203	2
206	1
208	3
209	1
211	2
212	2
213	1
214	1
215	1
216	1
217	1
218	5
219	1
221	3
222	2
224	2
226	1
227	1
228	1
229	1
231	3
233	1
234	2
236	1
237	1
238	2
239	1
240	1
242	3
243	2
249	1
250	1
251	2
253	1
255	1
256	1
258	2
259	1
264	1
265	2
266	1
271	1
272	2
273	1
278	1
287	1
292	2
298	1
299	1
300	1
304	2
305	1
306	1
315	1
318	1
319	1
328	1
331	2
334	1
337	1
338	1
342	1
346	1
349	1
350	1
354	1
360	1
361	1
364	1
369	1
376	1
378	1
380	1
384	1
389	2
390	1
396	1
405	1
410	1
411	1
416	1
419	1
426	1
435	2
441	1
442	1
445	1
447	1
456	1
467	1
471	1
482	2
515	1
537	2
550	1
662	1
698	1
713	1
729	1
779	1
981	1
1054	1
1079	1
1115	1
1243	1
