#
# In-degree Distribution. G(13358, 50111). 1339 (0.1002) nodes with in-deg > avg deg (7.5), 593 (0.0444) with >2*avg.deg (Sun Apr 27 20:55:21 2014)
#
# In-degree	Count
1	6897
2	2335
3	1118
4	669
5	492
6	293
7	215
8	188
9	129
10	99
11	97
12	70
13	71
14	58
15	34
16	56
17	40
18	40
19	34
20	18
21	30
22	20
23	12
24	24
25	18
26	24
27	20
28	12
29	13
30	11
31	14
32	12
33	15
34	13
35	6
36	9
37	11
38	8
39	10
40	11
41	9
42	4
43	2
44	2
45	1
46	5
47	4
48	7
49	2
50	5
51	4
52	1
53	1
54	1
55	5
56	6
57	6
58	4
59	3
60	2
61	2
62	3
63	3
64	2
67	1
69	1
70	2
71	2
72	1
74	1
75	1
79	1
82	1
83	4
88	1
91	1
92	1
101	1
114	1
115	1
125	1
135	1
157	1
158	1
194	1
219	1
224	1
