#
# Clustering Coefficient Distribution. G(77072, 981410). Average clustering: 0.3545  OpenTriads: 81237623 (0.9452)  ClosedTriads: 4711836 (0.0548) (Sun Apr 27 20:50:32 2014)
#
# Node degree	Average clustering coefficient
1	0
2	0.455033
3	0.466667
4	0.45022
5	0.427503
6	0.4232
7	0.41832
8	0.417328
9	0.41299
10	0.406765
11	0.406978
12	0.401766
13	0.406441
14	0.398382
15	0.394541
16	0.402301
17	0.388521
18	0.385175
19	0.389123
20	0.389137
21	0.380872
22	0.381391
23	0.38606
24	0.37507
25	0.375185
26	0.378806
27	0.368057
28	0.366844
29	0.368685
30	0.365576
31	0.364693
32	0.370063
33	0.359133
34	0.366325
35	0.360613
36	0.362449
37	0.364613
38	0.351914
39	0.356854
40	0.336773
41	0.356134
42	0.345762
43	0.346333
44	0.346121
45	0.344939
46	0.345784
47	0.331975
48	0.341107
49	0.341175
50	0.328546
51	0.347509
52	0.339906
53	0.336341
54	0.314539
55	0.341444
56	0.319866
57	0.31646
58	0.317015
59	0.330708
60	0.329967
61	0.323075
62	0.334554
63	0.304436
64	0.319317
65	0.28762
66	0.303885
67	0.317473
68	0.298774
69	0.31406
70	0.30742
71	0.306963
72	0.292618
73	0.316225
74	0.320223
75	0.3092
76	0.306347
77	0.286566
78	0.294689
79	0.292889
80	0.328421
81	0.289563
82	0.271338
83	0.303962
84	0.267197
85	0.28276
86	0.268327
87	0.279835
88	0.322097
89	0.253049
90	0.283422
91	0.26759
92	0.291025
93	0.301254
94	0.289591
95	0.302099
96	0.256244
97	0.236201
98	0.272577
99	0.280814
100	0.246824
101	0.246296
102	0.262516
103	0.270193
104	0.248739
105	0.256295
106	0.282608
107	0.25928
108	0.246186
109	0.256175
110	0.242818
111	0.228798
112	0.206783
113	0.251583
114	0.263036
115	0.240658
116	0.262136
117	0.277152
118	0.224303
119	0.239918
120	0.243619
121	0.251767
122	0.245982
123	0.202468
124	0.240236
125	0.209184
126	0.25206
127	0.20879
128	0.246428
129	0.232267
130	0.295186
131	0.210929
132	0.241543
133	0.189027
134	0.238662
135	0.237697
136	0.223012
137	0.20868
138	0.202976
139	0.194893
140	0.207042
141	0.192876
142	0.208877
143	0.228047
144	0.203324
145	0.262283
146	0.214869
147	0.247162
148	0.219383
149	0.218141
150	0.21736
151	0.193887
152	0.202047
153	0.256868
154	0.208734
155	0.225276
156	0.226476
157	0.195367
158	0.214959
159	0.221582
160	0.232674
161	0.21007
162	0.223164
163	0.175536
164	0.232795
165	0.230373
166	0.20497
167	0.223484
168	0.178551
169	0.207486
170	0.209736
171	0.200376
172	0.240259
173	0.226471
174	0.213831
175	0.152714
176	0.225148
177	0.194186
178	0.199886
179	0.223932
180	0.184156
181	0.221743
182	0.239801
183	0.191073
184	0.21369
185	0.197449
186	0.171455
187	0.20888
188	0.201642
189	0.215123
190	0.159882
191	0.216707
192	0.187835
193	0.198247
194	0.18122
195	0.153314
196	0.242054
197	0.163668
198	0.20344
199	0.174931
200	0.190983
201	0.195627
202	0.164783
203	0.250385
204	0.165635
205	0.196883
206	0.147262
207	0.194974
208	0.165048
209	0.137375
210	0.170124
211	0.169763
212	0.151728
213	0.201758
214	0.123518
215	0.160374
216	0.152918
217	0.1601
218	0.172241
219	0.171101
220	0.219435
221	0.129611
222	0.146771
223	0.115566
224	0.146355
225	0.203057
226	0.186918
227	0.117837
228	0.209511
229	0.198289
230	0.148007
231	0.183739
232	0.150041
233	0.214935
234	0.19048
235	0.146321
236	0.226779
237	0.168035
238	0.139359
239	0.141994
240	0.22222
241	0.127714
242	0.145885
243	0.220506
244	0.137262
245	0.256411
246	0.189464
247	0.187034
248	0.19434
249	0.230072
250	0.166433
251	0.0968851
252	0.0975723
253	0.203651
254	0.164102
255	0.262926
256	0.191052
257	0.276878
258	0.218994
259	0.110259
260	0.191559
261	0.184328
262	0.200696
263	0.183386
264	0.176702
265	0.10242
266	0.175985
267	0.140524
268	0.153215
269	0.209973
270	0.106466
271	0.153289
272	0.20041
273	0.172707
274	0.186427
275	0.12783
276	0.130122
277	0.10545
278	0.128196
279	0.16736
280	0.134324
281	0.151004
282	0.0881419
283	0.0706226
284	0.146257
285	0.141238
286	0.0954411
287	0.167351
288	0.315233
289	0.134241
290	0.200643
291	0.152526
292	0.142861
293	0.188009
294	0.163872
295	0.221504
296	0.169627
297	0.218244
298	0.176631
299	0.136107
300	0.219526
301	0.209972
302	0.206678
304	0.110685
305	0.276608
306	0.160644
307	0.139042
308	0.0944642
309	0.123762
310	0.123777
311	0.169392
312	0.148427
313	0.139073
314	0.160875
316	0.146146
317	0.0583184
318	0.151876
319	0.149712
320	0.239228
322	0.21119
323	0.133925
324	0.16797
326	0.166708
327	0.117246
329	0.112091
330	0.216522
331	0.216147
332	0.122626
335	0.140561
336	0.177758
337	0.192518
338	0.158757
339	0.208641
340	0.157632
343	0.0198031
344	0.239038
346	0.083187
347	0.200539
348	0.0633099
349	0.0542715
351	0.214648
352	0.125351
353	0.0802483
354	0.132083
355	0.107825
356	0.183954
357	0.247958
358	0.149539
359	0.140667
360	0.158678
361	0.157215
362	0.0559129
363	0.1603
365	0.216199
366	0.156971
369	0.147191
371	0.147477
372	0.205086
373	0.242008
375	0.0864737
376	0.0546007
377	0.284308
378	0.123048
381	0.100557
382	0.0993113
383	0.186416
386	0.109897
387	0.130435
388	0.119229
389	0.154745
392	0.184449
393	0.144857
395	0.109724
397	0.100198
398	0.144589
400	0.0856205
403	0.078839
404	0.185618
406	0.119945
407	0.100022
409	0.0518751
410	0.0696002
412	0.0853402
413	0.131817
414	0.0108397
416	0.124159
417	0.154235
418	0.134782
419	0.281329
420	0.0534991
421	0.0903614
422	0.137888
423	0.179672
424	0.159707
428	0.0788738
429	0.132498
430	0.212291
432	0.0973952
435	0.174144
436	0.109546
437	0.142227
439	0.132227
440	0.197903
442	0.140095
443	0.193727
444	0.121989
446	0.0572797
447	0.0844041
449	0.196977
451	0.20322
452	0.0544938
453	0.0300382
454	0.030083
455	0.128766
456	0.0192597
458	0.19429
460	0.104045
463	0.0903782
464	0.17366
465	0.204011
466	0.137822
467	0.146187
468	0.23402
470	0.0852248
471	0.204172
472	0.147403
473	0.102539
474	0.118168
476	0.144893
477	0.0997431
480	0.117159
481	0.0770419
482	0.193182
490	0.130636
493	0.122113
498	0.0435689
500	0.0883468
501	0.0286294
504	0.228315
507	0.102534
510	0.100111
513	0.080708
514	0.04032
515	0.116585
517	0.106926
518	0.110971
522	0.115561
525	0.09612
526	0.103198
532	0.124494
534	0.17954
538	0.113772
541	0.0734851
542	0.053041
544	0.132762
549	0.0363495
550	0.0964357
553	0.158266
555	0.129033
557	0.151652
559	0.0851846
560	0.156623
561	0.0747451
565	0.0427748
566	0.0701725
567	0.175761
568	0.124506
569	0.0432972
572	0.11031
574	0.0967061
576	0.135332
577	0.0398397
578	0.0425156
580	0.150608
581	0.0277516
587	0.175086
589	0.0415728
591	0.049247
596	0.0238865
597	0.0315666
600	0.111184
607	0.0077007
611	0.0617181
612	0.0611635
624	0.142702
625	0.192139
629	0.0996984
630	0.122952
634	0.0310289
636	0.0835818
643	0.0101064
644	0.0338994
649	0.109549
652	0.0792705
656	0.155417
657	0.144789
664	0.0891114
668	0.0302946
669	0.0627102
670	0.0160517
674	0.0530911
678	0.158675
682	0.0568799
688	0.0611198
690	0.0118382
706	0.0346476
713	0.0247743
717	0.0790865
724	0.0324984
727	0.0131145
729	0.0878533
734	0.113067
735	0.0767567
736	0.0506715
741	0.0378688
748	0.0404923
759	0.0836679
776	0.133282
780	0.0545504
795	0.0494712
800	0.0410315
804	0.0293884
813	0.0676622
820	0.0159568
822	0.0635884
840	0.00944151
848	0.0779936
857	0.0852831
860	0.0134497
873	0.0176132
884	0.015611
885	0.0177809
887	0.0924627
890	0.0726378
893	0.102242
931	0.0690254
944	0.0266749
955	0.0316522
972	0.0450826
1003	0.0434484
1007	0.0265974
1010	0.00852352
1049	0.0585686
1053	0.0380218
1089	0.0158488
1124	0.0555953
1177	0.0244802
1201	0.0576488
1222	0.0296436
1235	0.0450746
1288	0.0236153
1373	0.0154896
1460	0.0244613
1688	0.0340204
1707	0.0337103
1855	0.0287665
1881	0.00567037
1989	0.0233799
2025	0.00460775
2145	0.0234951
