#
# Clustering Coefficient Distribution. G(14845, 115974). Average clustering: 0.2115  OpenTriads: 10484424 (0.9298)  ClosedTriads: 791233 (0.0702) (Sun Apr 27 20:51:39 2014)
#
# Node degree	Average clustering coefficient
1	0
2	0.136981
3	0.258359
4	0.215464
5	0.276849
6	0.234115
7	0.28737
8	0.286254
9	0.294465
10	0.300493
11	0.355864
12	0.31754
13	0.373653
14	0.330971
15	0.347202
16	0.37341
17	0.309776
18	0.310099
19	0.358819
20	0.358514
21	0.364445
22	0.333629
23	0.338464
24	0.349016
25	0.338126
26	0.387879
27	0.322162
28	0.394898
29	0.405363
30	0.322382
31	0.421916
32	0.338398
33	0.295617
34	0.330938
35	0.252757
36	0.266763
37	0.351929
38	0.291202
39	0.392322
40	0.378995
41	0.315046
42	0.308791
43	0.323341
44	0.410623
45	0.369152
46	0.366502
47	0.407575
48	0.219332
49	0.320868
50	0.33541
51	0.30269
52	0.325999
53	0.353937
54	0.386752
55	0.27226
56	0.390576
57	0.319516
58	0.353754
59	0.28147
60	0.400341
61	0.362069
62	0.39059
63	0.359298
64	0.401604
65	0.303099
66	0.503685
67	0.389079
68	0.429354
69	0.284284
70	0.446001
71	0.435154
72	0.351066
73	0.406568
74	0.329894
75	0.373433
76	0.233029
77	0.283126
78	0.416697
79	0.436009
80	0.276941
81	0.288789
82	0.371401
83	0.339659
84	0.377854
85	0.286454
86	0.299181
87	0.322755
88	0.270086
89	0.294335
90	0.45866
91	0.285302
92	0.487889
93	0.290542
94	0.326847
95	0.264898
96	0.296903
97	0.323666
98	0.264056
99	0.430114
100	0.263059
101	0.355773
102	0.309907
103	0.417186
104	0.290769
105	0.327808
106	0.406914
107	0.311685
108	0.27797
109	0.311604
110	0.276004
111	0.305271
112	0.229086
113	0.334661
114	0.267642
115	0.271452
116	0.356945
117	0.42983
118	0.328498
119	0.370282
120	0.429587
121	0.392622
122	0.330987
123	0.399582
124	0.253008
125	0.452308
126	0.20124
127	0.388737
128	0.290051
129	0.289968
130	0.334993
131	0.436461
133	0.154479
134	0.349025
135	0.325421
136	0.323968
137	0.451764
138	0.200536
140	0.305576
142	0.476108
143	0.285315
144	0.153663
145	0.355757
146	0.304945
147	0.224628
148	0.322668
149	0.450954
150	0.335292
151	0.282884
152	0.241996
153	0.296231
154	0.175843
155	0.326957
156	0.233656
158	0.358134
159	0.208123
161	0.189101
162	0.303565
163	0.397214
164	0.281465
166	0.350296
167	0.370829
169	0.308503
170	0.305493
172	0.493679
173	0.338292
174	0.361316
176	0.212826
177	0.44397
178	0.216291
179	0.274382
180	0.386125
181	0.322392
183	0.268675
185	0.33466
188	0.301294
189	0.247653
190	0.241505
191	0.388901
192	0.387221
194	0.281556
196	0.371986
197	0.345948
199	0.247164
200	0.299677
201	0.193792
202	0.292554
204	0.382425
205	0.203394
206	0.262066
210	0.0375414
211	0.344901
212	0.381148
213	0.308962
215	0.394985
216	0.33611
217	0.319401
218	0.363509
219	0.406452
220	0.267458
221	0.323671
222	0.400689
223	0.385451
224	0.353434
226	0.323407
227	0.222276
228	0.299414
229	0.361113
230	0.170231
231	0.20671
233	0.442675
234	0.210337
235	0.222679
236	0.322434
237	0.215411
239	0.230058
240	0.318352
241	0.396385
243	0.189016
244	0.397085
246	0.367793
247	0.258866
249	0.0686049
250	0.296418
252	0.288424
254	0.157678
255	0.20919
256	0.0301087
258	0.297264
259	0.325148
260	0.230881
261	0.248815
262	0.235524
263	0.258943
266	0.317524
270	0.230204
272	0.242422
274	0.231611
277	0.267512
278	0.191144
279	0.24135
280	0.279704
282	0.279593
283	0.25054
286	0.184303
288	0.354591
291	0.275149
292	0.262338
294	0.0531482
295	0.266008
305	0.237801
308	0.215975
309	0.30668
310	0.290438
311	0.341132
312	0.263907
314	0.295023
315	0.290203
316	0.200815
320	0.291165
322	0.279186
324	0.13766
325	0.214265
326	0.276694
328	0.22705
335	0.33545
337	0.217378
338	0.233904
340	0.254721
350	0.254356
351	0.236667
352	0.254057
353	0.253826
358	0.213414
364	0.207613
367	0.198333
368	0.17897
372	0.225446
374	0.224014
376	0.22663
379	0.158742
381	0.208886
384	0.259136
386	0.189774
394	0.220072
395	0.210743
399	0.176806
401	0.180101
402	0.140173
406	0.0182648
410	0.204249
413	0.235132
414	0.219931
415	0.193401
419	0.190312
425	0.192283
426	0.19599
428	0.205795
429	0.131292
433	0.00526677
439	0.210026
442	0.184418
444	0.222127
459	0.212258
462	0.0897215
470	0.161846
472	0.116961
474	0.164316
477	0.0948531
479	0.136591
484	0.219667
489	0.193214
490	0.188894
499	0.195069
502	0.158562
507	0.184401
510	0.18105
513	0.203062
516	0.184046
519	0.105541
525	0.130647
529	0.147365
538	0.109605
543	0.138313
565	0.136494
576	0.14929
577	0.100822
582	0.170099
627	0.120983
681	0.130155
693	0.152268
709	0.15207
740	0.105885
786	0.0956035
1168	0.05439
1195	0.0541775
1257	0.0498529
1467	0.0405054
