#
# Out-degree Distribution. G(77072, 981410). 10215 (0.1325) nodes with out-deg > avg deg (25.5), 3764 (0.0488) with >2*avg.deg (Sun Apr 27 20:50:32 2014)
#
# Out-degree	Count
0	11793
1	8384
2	6348
3	5193
4	4282
5	3678
6	3071
7	2790
8	2481
9	2170
10	1894
11	1712
12	1524
13	1413
14	1299
15	1148
16	1038
17	975
18	941
19	861
20	773
21	722
22	652
23	632
24	578
25	505
26	494
27	477
28	437
29	417
30	379
31	381
32	319
33	308
34	282
35	275
36	245
37	260
38	239
39	219
40	221
41	203
42	169
43	180
44	158
45	126
46	143
47	141
48	156
49	115
50	107
51	117
52	97
53	104
54	110
55	87
56	72
57	106
58	101
59	76
60	84
61	77
62	75
63	80
64	86
65	55
66	65
67	52
68	58
69	49
70	59
71	55
72	44
73	64
74	49
75	51
76	46
77	44
78	37
79	43
80	38
81	41
82	40
83	26
84	27
85	33
86	29
87	30
88	36
89	35
90	26
91	36
92	25
93	30
94	22
95	30
96	44
97	29
98	25
99	39
100	29
101	29
102	23
103	17
104	22
105	24
106	26
107	11
108	25
109	18
110	20
111	25
112	25
113	12
114	17
115	19
116	19
117	15
118	13
119	20
120	20
121	14
122	19
123	19
124	13
125	18
126	17
127	14
128	16
129	20
130	13
131	15
132	15
133	10
134	17
135	5
136	12
137	17
138	15
139	12
140	9
141	4
142	7
143	5
144	7
145	12
146	7
147	6
148	5
149	4
150	5
151	6
152	6
153	2
154	3
155	2
156	7
157	4
158	5
159	5
160	5
161	4
162	7
163	2
164	6
165	4
166	7
167	2
168	8
169	6
170	2
171	5
172	3
173	5
174	4
175	2
176	2
177	2
178	1
179	3
180	2
181	2
182	2
183	5
184	2
185	1
186	1
187	1
188	1
189	5
190	2
191	4
192	1
193	2
194	3
195	6
196	5
197	1
198	1
199	3
200	1
201	5
202	2
203	2
204	6
206	2
207	2
208	2
209	1
210	2
211	1
212	2
214	1
216	2
219	1
220	2
221	2
222	3
223	3
224	2
230	2
232	2
234	1
236	3
237	2
241	1
242	1
244	2
246	1
249	4
250	1
251	1
252	1
253	1
254	1
258	2
260	2
265	3
268	1
275	1
277	2
279	1
281	1
282	1
283	1
285	2
286	1
287	1
292	2
294	1
296	1
303	1
305	1
307	1
308	1
309	1
310	1
311	1
318	1
320	1
325	1
330	1
333	2
335	1
340	1
341	2
357	1
363	1
365	1
369	1
377	3
380	1
385	1
388	2
420	1
432	1
434	1
475	1
522	1
591	1
608	1
668	1
752	1
800	1
