#
# Out-degree Distribution. G(77163, 981492). 10164 (0.1317) nodes with out-deg > avg deg (25.4), 3781 (0.0490) with >2*avg.deg (Sun Apr 27 20:00:03 2014)
#
# Out-degree	Count
0	11718
1	8416
2	6449
3	5106
4	4346
5	3687
6	3155
7	2743
8	2350
9	2196
10	1917
11	1778
12	1517
13	1413
14	1307
15	1170
16	1079
17	1043
18	874
19	864
20	799
21	742
22	611
23	596
24	561
25	562
26	508
27	411
28	427
29	389
30	427
31	355
32	331
33	300
34	288
35	295
36	257
37	248
38	229
39	231
40	208
41	187
42	169
43	175
44	156
45	139
46	151
47	134
48	125
49	126
50	117
51	129
52	120
53	107
54	99
55	87
56	87
57	97
58	91
59	103
60	73
61	87
62	69
63	58
64	80
65	59
66	49
67	54
68	57
69	65
70	54
71	54
72	48
73	59
74	48
75	41
76	43
77	49
78	45
79	50
80	31
81	24
82	43
83	46
84	39
85	31
86	41
87	32
88	32
89	31
90	30
91	22
92	34
93	37
94	29
95	28
96	35
97	27
98	23
99	24
100	25
101	21
102	25
103	29
104	27
105	27
106	17
107	24
108	26
109	19
110	10
111	16
112	19
113	17
114	18
115	22
116	20
117	21
118	20
119	27
120	13
121	23
122	18
123	13
124	21
125	12
126	12
127	19
128	20
129	12
130	8
131	16
132	9
133	11
134	8
135	13
136	12
137	9
138	11
139	9
140	5
141	6
142	8
143	13
144	9
145	15
146	3
147	10
148	8
149	6
150	4
151	4
152	5
153	4
154	5
155	5
156	6
157	1
158	3
159	4
160	6
161	4
162	4
163	5
164	6
165	3
166	4
167	5
168	4
169	4
170	4
171	4
172	1
173	3
174	2
175	1
176	3
177	2
178	4
179	5
180	2
181	4
183	3
184	2
185	3
186	4
187	5
188	4
189	4
190	4
192	1
193	3
194	1
196	3
197	6
198	3
199	2
200	1
201	1
202	3
203	1
204	2
205	2
206	2
207	3
208	1
209	2
211	6
212	1
213	1
214	3
215	1
216	2
217	3
218	1
221	1
222	2
224	1
225	1
226	1
228	2
230	1
233	2
234	1
235	1
236	3
237	3
240	1
244	1
245	1
246	1
248	1
250	4
254	1
255	2
258	2
259	2
263	2
265	1
271	2
273	2
276	4
281	2
282	1
286	1
287	2
288	1
293	1
295	1
298	1
300	1
308	1
310	1
311	1
312	1
315	2
318	1
322	1
325	1
326	1
330	1
333	1
337	1
344	1
351	1
360	1
366	1
368	1
372	1
376	1
380	2
385	1
387	1
391	1
409	2
418	1
431	1
471	1
512	1
573	1
612	1
692	1
739	1
799	1
