#
# Out-degree Distribution. G(14845, 115974). 1360 (0.0916) nodes with out-deg > avg deg (15.6), 760 (0.0512) with >2*avg.deg (Sun Apr 27 20:51:39 2014)
#
# Out-degree	Count
0	1650
1	5486
2	2072
3	1209
4	713
5	515
6	407
7	289
8	236
9	196
10	172
11	148
12	114
13	102
14	101
15	75
16	58
17	51
18	51
19	58
20	48
21	41
22	38
23	35
24	36
25	30
26	29
27	23
28	25
29	22
30	29
31	26
32	21
33	20
34	22
35	25
36	8
37	7
38	16
39	10
40	11
41	19
42	8
43	7
44	15
45	9
46	12
47	20
48	11
49	13
50	7
51	10
52	18
53	9
54	9
55	12
56	14
57	9
58	3
59	4
60	14
61	8
62	5
63	7
64	9
65	9
66	6
67	9
68	9
69	7
70	6
71	5
72	11
73	5
74	1
75	6
76	3
77	2
78	3
79	4
80	5
81	2
82	4
83	5
84	5
85	4
86	4
87	3
88	5
89	3
90	3
91	5
93	2
94	3
95	4
97	2
98	4
99	5
100	1
101	1
102	5
104	1
105	6
106	3
108	1
109	2
110	1
111	2
112	3
113	1
114	2
115	2
116	4
117	1
118	3
119	5
120	2
121	2
122	2
123	2
125	1
126	1
127	1
128	2
129	2
132	2
133	2
134	2
135	2
136	2
137	2
138	2
140	1
141	5
142	2
143	1
144	5
145	1
146	3
147	3
148	2
149	2
150	2
151	1
154	1
155	1
156	2
158	1
159	1
161	1
162	1
163	3
165	4
166	3
167	3
168	1
169	1
170	5
172	1
173	2
174	2
175	2
176	1
177	2
179	2
180	2
181	3
182	3
185	2
186	1
189	2
191	2
193	1
194	1
197	1
199	1
200	1
204	2
206	1
207	1
209	1
210	2
211	2
212	1
213	1
218	1
219	1
224	1
225	1
231	2
233	1
234	1
240	1
243	1
249	1
250	1
253	1
254	1
255	1
258	2
261	1
265	1
266	1
270	1
275	1
276	1
278	2
286	1
287	2
288	1
306	1
309	1
310	2
316	1
328	1
332	1
338	1
346	2
398	1
444	1
462	1
