#
# Out-degree Distribution. G(13358, 50111). 1311 (0.0981) nodes with out-deg > avg deg (7.5), 612 (0.0458) with >2*avg.deg (Sun Apr 27 20:55:21 2014)
#
# Out-degree	Count
0	1533
1	5953
2	2062
3	1024
4	557
5	432
6	300
7	186
8	144
9	123
10	118
11	80
12	82
13	62
14	49
15	41
16	54
17	36
18	37
19	25
20	31
21	22
22	21
23	18
24	17
25	16
26	12
27	23
28	10
29	13
30	12
31	12
32	8
33	10
34	14
35	7
36	11
37	5
38	8
39	9
40	6
41	7
42	8
43	3
44	4
45	5
46	6
47	4
48	2
49	9
50	6
51	5
52	8
53	5
54	4
55	7
56	8
57	4
58	7
59	4
60	3
61	5
62	1
63	3
64	2
65	7
66	3
68	2
69	2
70	4
71	3
72	1
73	1
74	1
76	1
77	1
78	1
86	1
88	1
89	1
91	1
92	1
97	2
100	1
101	1
102	1
107	2
108	1
111	1
116	2
123	1
127	1
128	1
144	1
145	1
146	1
149	1
163	1
170	1
192	1
212	1
224	1
