#
# Out-degree Distribution. G(26795, 153635). 3006 (0.1122) nodes with out-deg > avg deg (11.5), 1396 (0.0521) with >2*avg.deg (Sun Apr 27 20:54:43 2014)
#
# Out-degree	Count
0	2761
1	8916
2	4038
3	2324
4	1584
5	1080
6	839
7	630
8	507
9	440
10	360
11	310
12	269
13	223
14	190
15	142
16	151
17	148
18	132
19	104
20	92
21	84
22	75
23	78
24	73
25	69
26	64
27	51
28	52
29	53
30	50
31	40
32	55
33	26
34	36
35	38
36	30
37	28
38	30
39	26
40	32
41	27
42	21
43	19
44	27
45	16
46	19
47	17
48	8
49	13
50	11
51	18
52	10
53	13
54	10
55	11
56	13
57	10
58	9
59	10
60	8
61	5
62	10
63	11
64	4
65	4
66	10
67	8
68	8
69	6
70	7
71	4
72	3
73	2
74	6
75	7
76	7
77	6
78	5
79	2
80	5
81	1
82	3
83	3
84	2
85	1
86	2
87	9
88	3
89	6
90	3
91	4
92	4
93	2
94	2
95	3
96	1
97	4
98	4
99	2
101	4
102	3
103	1
104	2
105	4
107	1
108	2
109	7
110	2
111	2
112	2
113	5
114	1
116	1
117	1
118	1
120	1
122	2
123	2
124	3
125	3
126	2
127	1
128	1
130	1
132	2
134	1
137	1
139	2
140	1
142	1
144	1
145	1
148	1
156	1
157	1
164	1
170	1
173	2
174	1
177	1
182	1
184	1
191	1
198	1
201	1
206	1
215	1
221	1
224	1
227	1
240	1
258	1
261	1
264	1
268	1
284	1
298	1
322	1
334	1
413	1
436	1
951	1
